attendance_id,customer_id,visit_date,attraction_id,time_spent_minutes
7912,2035,2024-11-05,4,33
7913,2036,2024-09-28,1,71
7914,2036,2024-09-28,3,30
7915,2037,2024-11-04,1,19
7916,2037,2024-11-04,2,18
7917,2037,2024-11-04,3,66
7918,2037,2024-11-04,4,28
7919,2037,2024-11-04,6,20
7920,2038,2024-07-06,1,65
7921,2038,2024-07-06,3,19
7922,2038,2024-08-09,1,73
7923,2038,2024-08-09,3,16
7924,2038,2024-08-09,5,29
7925,2039,2024-07-13,1,31
7926,2039,2024-07-13,6,63
7927,2040,2024-06-14,1,11
7928,2040,2024-06-14,4,36
7929,2041,2024-12-09,1,21
7930,2041,2024-12-09,6,48
7931,2042,2024-04-05,5,40
7932,2042,2024-04-05,7,42
7933,2042,2024-02-13,6,41
7934,2043,2024-09-04,5,31
7935,2044,2024-09-25,1,20
7936,2044,2024-09-25,7,39
7937,2045,2024-05-18,3,69
7938,2045,2024-05-18,4,19
7939,2045,2024-05-18,7,36
7940,2045,2024-07-02,2,39
7941,2045,2024-11-28,1,71
7942,2045,2024-11-28,3,68
7943,2045,2024-11-28,6,64
7944,2045,2024-11-28,8,46
7945,2046,2024-09-13,6,14
7946,2046,2024-09-13,8,69
7947,2047,2024-12-23,1,18
7948,2047,2024-12-23,2,34
7949,2047,2024-12-23,4,51
7950,2047,2024-12-23,6,49
7951,2047,2024-12-23,9,18
7952,2048,2024-11-23,1,43
7953,2048,2024-11-23,6,42
7954,2049,2024-07-28,2,45
7955,2049,2024-07-28,5,31
7956,2049,2024-07-28,7,38
7957,2049,2024-12-10,1,57
7958,2049,2024-12-10,2,74
7959,2049,2024-07-28,1,29
7960,2049,2024-07-28,7,23
7961,2049,2024-07-28,8,66
7962,2050,2024-12-15,10,67
7963,2051,2024-09-25,2,65
7964,2051,2024-09-25,4,46
7965,2051,2024-10-23,1,53
7966,2051,2024-10-23,3,42
7967,2051,2024-10-23,4,73
7968,2051,2024-10-23,5,73
7969,2051,2024-10-11,9,67
7970,2051,2024-10-11,2,65
7971,2051,2024-10-11,4,38
7972,2051,2024-10-11,6,57
7973,2052,2024-03-01,1,20
7974,2052,2024-03-01,3,24
7975,2053,2024-04-17,7,25
7976,2053,2024-12-01,1,71
7977,2053,2024-12-01,10,42
7978,2053,2024-12-01,4,46
7979,2053,2024-12-01,8,63
7980,2053,2024-06-23,2,54
7981,2053,2024-06-23,3,19
7982,2053,2024-06-23,5,59
7983,2053,2024-06-23,6,46
7984,2053,2024-06-23,7,24
7985,2054,2024-04-20,1,58
7986,2054,2024-04-20,2,46
7987,2054,2024-03-06,1,11
7988,2054,2024-03-06,2,24
7989,2054,2024-03-06,3,71
7990,2054,2024-03-06,5,44
7991,2054,2024-03-06,8,47
7992,2055,2024-09-10,1,62
7993,2055,2024-09-10,10,69
7994,2055,2024-06-04,4,17
7995,2055,2024-07-02,10,72
7996,2055,2024-07-02,6,35
7997,2055,2024-07-02,7,13
7998,2055,2024-05-22,1,44
7999,2055,2024-05-22,2,36
8000,2055,2024-05-22,3,52
8001,2055,2024-05-22,4,56
8002,2056,2024-03-30,2,38
8003,2057,2024-09-14,8,62
8004,2057,2024-03-27,1,38
8005,2057,2024-03-27,2,54
8006,2057,2024-03-27,3,55
8007,2058,2024-01-14,3,73
8008,2059,2024-12-06,1,30
8009,2059,2024-12-06,3,16
8010,2059,2024-12-06,4,49
8011,2059,2024-12-06,7,39
8012,2059,2024-12-06,9,73
8013,2060,2024-08-02,4,44
8014,2061,2024-06-11,1,58
8015,2061,2024-06-11,3,64
8016,2061,2024-12-20,9,37
8017,2061,2024-12-20,2,30
8018,2061,2024-12-20,3,43
8019,2061,2024-03-10,8,44
8020,2062,2024-02-13,2,44
8021,2062,2024-02-13,3,49
8022,2062,2024-02-13,4,10
8023,2062,2024-12-13,9,53
8024,2062,2024-12-13,2,37
8025,2062,2024-12-13,3,30
8026,2062,2024-12-13,4,75
8027,2062,2024-06-05,2,13
8028,2062,2024-06-05,3,19
8029,2062,2024-09-13,5,72
8030,2063,2024-12-26,1,34
8031,2063,2024-12-29,9,14
8032,2064,2024-02-25,7,64
8033,2065,2024-05-24,3,64
8034,2065,2024-05-24,5,25
8035,2065,2024-05-24,7,62
8036,2066,2024-07-19,1,64
8037,2066,2024-04-11,4,41
8038,2067,2024-09-11,10,14
8039,2067,2024-09-11,4,56
8040,2067,2024-09-11,5,19
8041,2068,2024-08-20,1,14
8042,2068,2024-08-20,2,40
8043,2068,2024-08-20,5,25
8044,2068,2024-08-20,7,75
8045,2068,2024-08-20,8,48
8046,2069,2024-09-10,1,50
8047,2069,2024-09-10,2,55
8048,2069,2024-09-10,3,62
8049,2069,2024-09-10,10,38
8050,2070,2024-07-05,3,10
8051,2070,2024-07-05,7,33
8052,2071,2024-01-27,2,21
8053,2071,2024-01-27,8,73
8054,2072,2024-02-03,1,18
8055,2072,2024-02-03,10,41
8056,2072,2024-02-03,5,13
8057,2072,2024-02-03,7,51
8058,2073,2024-09-26,1,68
8059,2074,2024-01-25,5,55
8060,2075,2024-10-27,1,52
8061,2075,2024-10-27,3,58
8062,2075,2024-10-27,4,27
8063,2075,2024-10-27,5,41
8064,2075,2024-10-27,8,37
8065,2075,2024-12-28,4,68
8066,2075,2024-04-25,3,44
8067,2075,2024-04-25,4,35
8068,2075,2024-04-25,5,43
8069,2075,2024-04-25,6,59
8070,2075,2024-04-25,9,45
8071,2075,2024-04-20,2,36
8072,2075,2024-04-20,4,71
8073,2075,2024-04-20,5,36
8074,2076,2024-06-23,1,38
8075,2076,2024-06-23,2,10
8076,2077,2024-05-04,3,29
8077,2078,2024-01-11,2,56
8078,2078,2024-01-11,5,41
8079,2079,2024-03-02,10,26
8080,2080,2024-03-06,1,21
8081,2080,2024-03-06,4,27
8082,2080,2024-03-06,7,54
8083,2080,2024-12-06,1,74
8084,2080,2024-12-06,5,23
8085,2080,2024-09-04,1,63
8086,2080,2024-09-04,3,40
8087,2080,2024-09-04,5,67
8088,2081,2024-07-08,3,43
8089,2081,2024-04-13,3,68
8090,2081,2024-04-13,5,57
8091,2082,2024-04-30,2,57
8092,2083,2024-04-15,2,43
8093,2083,2024-04-15,8,64
8094,2084,2024-11-08,1,48
8095,2084,2024-11-08,5,68
8096,2084,2024-10-26,1,10
8097,2084,2024-10-26,3,21
8098,2084,2024-10-26,6,29
8099,2084,2024-12-28,1,48
8100,2084,2024-12-28,2,22
8101,2084,2024-12-28,4,57
8102,2085,2024-04-17,1,61
8103,2085,2024-04-17,2,52
8104,2085,2024-04-17,7,65
8105,2085,2024-04-17,9,10
8106,2085,2024-04-17,10,42
8107,2085,2024-06-15,2,58
8108,2085,2024-06-15,4,69
8109,2085,2024-06-15,7,69
8110,2085,2024-07-14,2,30
8111,2085,2024-07-14,6,41
8112,2085,2024-07-14,8,47
8113,2086,2024-09-17,1,20
8114,2087,2024-04-15,1,13
8115,2087,2024-04-15,5,21
8116,2087,2024-04-15,8,55
8117,2088,2024-12-16,3,31
8118,2089,2024-08-26,1,27
8119,2089,2024-08-26,2,33
8120,2089,2024-08-26,6,15
8121,2089,2024-12-25,1,20
8122,2089,2024-12-25,2,56
8123,2089,2024-12-25,4,69
8124,2089,2024-12-17,2,40
8125,2089,2024-12-17,3,67
8126,2089,2024-12-17,5,29
8127,2089,2024-12-17,6,36
8128,2089,2024-07-24,6,68
8129,2090,2024-04-10,1,37
8130,2090,2024-04-10,2,59
8131,2091,2024-07-15,4,69
8132,2091,2024-06-19,4,56
8133,2091,2024-06-19,7,36
8134,2091,2024-09-25,1,41
8135,2091,2024-09-25,4,50
8136,2091,2024-09-25,8,51
8137,2092,2024-07-07,1,16
8138,2092,2024-07-07,2,46
8139,2092,2024-07-07,4,40
8140,2092,2024-07-07,9,73
8141,2093,2024-07-02,2,75
8142,2093,2024-07-02,8,47
8143,2094,2024-07-06,1,48
8144,2094,2024-07-06,2,48
8145,2094,2024-07-06,3,29
8146,2094,2024-07-06,6,56
8147,2095,2024-11-18,4,58
8148,2096,2024-04-05,1,22
8149,2096,2024-04-05,2,51
8150,2096,2024-04-05,3,55
8151,2096,2024-04-05,5,12
8152,2096,2024-04-05,6,10
8153,2097,2024-10-29,2,10
8154,2098,2024-10-28,1,59
8155,2098,2024-10-28,5,54
8156,2098,2024-10-28,8,40
8157,2099,2024-04-28,1,74
8158,2099,2024-04-28,2,17
8159,2099,2024-04-28,3,55
8160,2099,2024-04-28,8,60
8161,2099,2024-12-21,2,49
8162,2099,2024-12-21,7,13
8163,2100,2024-11-03,2,72
8164,2100,2024-11-03,3,16
8165,2101,2024-05-15,8,32
8166,2102,2024-09-19,2,38
8167,2102,2024-09-19,3,48
8168,2102,2024-09-19,4,14
8169,2102,2024-12-05,1,44
8170,2102,2024-12-05,8,54
8171,2102,2024-10-21,4,46
8172,2102,2024-10-21,5,59
8173,2102,2024-10-21,6,13
8174,2102,2024-04-10,2,64
8175,2102,2024-04-10,5,62
8176,2102,2024-04-10,8,65
8177,2103,2024-06-17,1,58
8178,2103,2024-06-17,2,16
8179,2103,2024-05-29,9,15
8180,2103,2024-05-29,3,43
8181,2103,2024-05-29,6,55
8182,2103,2024-07-07,1,38
8183,2103,2024-07-07,10,34
8184,2103,2024-07-07,5,20
8185,2104,2024-06-10,10,15
8186,2104,2024-06-10,5,25
8187,2104,2024-06-10,2,25
8188,2104,2024-12-06,2,72
8189,2104,2024-06-07,1,14
8190,2104,2024-06-07,9,67
8191,2104,2024-06-07,4,73
8192,2104,2024-06-07,6,22
8193,2105,2024-02-20,9,63
8194,2105,2024-02-20,4,59
8195,2105,2024-02-20,5,65
8196,2105,2024-02-20,8,75
8197,2105,2024-04-19,1,37
8198,2105,2024-04-19,2,38
8199,2105,2024-04-07,1,23
8200,2105,2024-04-07,2,44
8201,2105,2024-04-07,6,16
8202,2105,2024-02-27,2,58
8203,2105,2024-02-27,10,43
8204,2106,2024-10-04,2,37
8205,2106,2024-10-04,4,72
8206,2106,2024-10-04,5,32
8207,2107,2024-10-06,1,53
8208,2107,2024-10-06,6,39
8209,2107,2024-10-06,7,57
8210,2108,2024-05-15,1,38
8211,2108,2024-05-15,2,14
8212,2108,2024-05-15,3,30
8213,2108,2024-05-15,8,11
8214,2108,2024-05-05,8,27
8215,2109,2024-05-16,9,24
8216,2109,2024-05-16,1,72
8217,2109,2024-05-16,5,39
8218,2109,2024-05-16,8,74
8219,2110,2024-07-19,2,54
8220,2111,2024-02-18,5,21
8221,2111,2024-03-13,9,30
8222,2111,2024-03-13,1,59
8223,2111,2024-03-13,7,63
8224,2112,2024-09-06,2,73
8225,2113,2024-12-09,1,21
8226,2113,2024-12-09,2,21
8227,2113,2024-12-09,6,12
8228,2114,2024-04-06,1,23
8229,2114,2024-04-06,5,35
8230,2114,2024-04-06,8,51
8231,2115,2024-04-24,3,44
8232,2115,2024-04-24,4,27
8233,2115,2024-04-24,7,57
8234,2115,2024-04-24,9,29
8235,2115,2024-04-24,10,72
8236,2116,2024-09-13,1,18
8237,2116,2024-09-13,3,10
8238,2116,2024-09-13,6,56
8239,2117,2024-08-22,10,62
8240,2117,2024-08-22,3,54
8241,2118,2024-07-21,1,49
8242,2118,2024-07-21,2,19
8243,2118,2024-12-25,1,42
8244,2118,2024-12-25,6,32
8245,2118,2024-12-25,7,12
8246,2118,2024-04-14,7,67
8247,2119,2024-09-06,1,27
8248,2119,2024-09-06,2,57
8249,2119,2024-09-06,9,57
8250,2119,2024-09-06,10,70
8251,2120,2024-06-03,1,46
8252,2120,2024-06-03,2,32
8253,2120,2024-06-03,3,21
8254,2120,2024-06-03,6,71
8255,2121,2024-03-01,10,29
8256,2121,2024-03-01,3,19
8257,2121,2024-07-15,2,21
8258,2121,2024-07-15,3,35
8259,2121,2024-07-15,5,65
8260,2121,2024-07-15,8,71
8261,2121,2024-07-15,10,24
8262,2121,2024-02-01,1,74
8263,2121,2024-02-01,10,19
8264,2121,2024-02-01,3,29
8265,2121,2024-02-01,6,59
8266,2122,2024-07-04,5,26
8267,2122,2024-03-05,2,54
8268,2122,2024-03-05,5,10
8269,2122,2024-03-05,8,69
8270,2122,2024-03-29,2,15
8271,2122,2024-03-29,8,71
8272,2122,2024-08-10,2,75
8273,2123,2024-04-22,5,56
8274,2123,2024-04-22,7,29
8275,2123,2024-08-15,1,49
8276,2123,2024-08-15,2,49
8277,2123,2024-08-15,5,59
8278,2124,2024-06-03,2,43
8279,2124,2024-06-03,7,71
8280,2124,2024-09-20,4,41
8281,2124,2024-09-20,7,22
8282,2125,2024-05-23,1,57
8283,2126,2024-10-18,6,21
8284,2126,2024-10-18,7,54
8285,2127,2024-12-06,1,62
8286,2127,2024-12-06,2,59
8287,2127,2024-12-06,4,14
8288,2127,2024-12-06,7,75
8289,2128,2024-05-22,1,52
8290,2128,2024-05-22,10,31
8291,2128,2024-05-22,2,32
8292,2129,2024-10-06,4,56
8293,2129,2024-10-06,6,67
8294,2129,2024-10-06,7,12
8295,2130,2024-10-22,1,23
8296,2130,2024-10-22,3,17
8297,2131,2024-08-21,10,37
8298,2131,2024-12-21,1,71
8299,2131,2024-12-21,2,34
8300,2132,2024-10-23,4,47
8301,2133,2024-07-11,2,38
8302,2134,2024-05-15,9,57
8303,2134,2024-05-15,2,25
8304,2134,2024-05-15,5,66
8305,2135,2024-10-20,1,18
8306,2135,2024-10-20,6,62
8307,2136,2024-12-19,2,60
8308,2136,2024-12-19,4,57
8309,2136,2024-12-19,5,67
8310,2137,2024-09-21,1,55
8311,2137,2024-09-21,3,52
8312,2137,2024-09-21,6,21
8313,2137,2024-09-21,7,66
8314,2137,2024-06-09,3,29
8315,2137,2024-06-09,6,19
8316,2138,2024-02-12,3,71
8317,2138,2024-02-12,8,21
8318,2139,2024-08-10,9,32
8319,2139,2024-08-10,1,26
8320,2139,2024-08-10,8,46
8321,2140,2024-04-27,1,50
8322,2140,2024-04-27,2,20
8323,2140,2024-04-27,3,59
8324,2141,2024-05-13,1,11
8325,2141,2024-05-13,7,52
8326,2141,2024-05-13,8,44
8327,2141,2024-05-26,1,51
8328,2142,2024-12-07,4,11
8329,2142,2024-12-07,7,44
8330,2143,2024-07-07,1,69
8331,2143,2024-07-07,10,60
8332,2144,2024-06-06,5,14
8333,2145,2024-08-04,2,20
8334,2145,2024-08-04,3,38
8335,2145,2024-08-04,4,22
8336,2146,2024-03-08,4,73
8337,2146,2024-09-22,10,68
8338,2146,2024-04-05,2,25
8339,2146,2024-04-05,5,64
8340,2146,2024-04-05,6,72
8341,2146,2024-04-05,8,18
8342,2146,2024-04-05,9,64
8343,2147,2024-04-28,1,65
8344,2147,2024-04-28,3,65
8345,2147,2024-04-28,4,73
8346,2147,2024-09-06,1,57
8347,2147,2024-09-06,2,28
8348,2147,2024-09-06,3,56
8349,2147,2024-09-06,4,69
8350,2148,2024-03-05,1,20
8351,2148,2024-03-05,2,57
8352,2148,2024-03-05,8,12
8353,2149,2024-04-06,1,21
8354,2149,2024-04-06,2,20
8355,2149,2024-04-06,4,58
8356,2149,2024-06-10,1,17
8357,2149,2024-06-10,10,51
8358,2149,2024-06-10,4,24
8359,2150,2024-12-29,3,57
8360,2150,2024-12-29,5,68
8361,2150,2024-04-06,5,58
8362,2151,2024-06-22,1,46
8363,2151,2024-06-22,2,33
8364,2151,2024-06-22,10,59
8365,2151,2024-09-19,1,22
8366,2151,2024-09-19,2,38
8367,2151,2024-09-19,4,55
8368,2151,2024-09-19,5,69
8369,2152,2024-04-21,1,64
8370,2152,2024-06-25,1,17
8371,2152,2024-06-25,10,32
8372,2152,2024-06-25,5,38
8373,2152,2024-06-25,2,66
8374,2153,2024-06-22,1,69
8375,2153,2024-06-22,4,60
8376,2153,2024-06-22,5,16
8377,2153,2024-06-22,8,45
8378,2153,2024-06-22,9,10
8379,2154,2024-12-08,1,30
8380,2154,2024-12-08,3,29
8381,2154,2024-12-08,5,54
8382,2154,2024-12-08,8,55
8383,2155,2024-03-08,1,10
8384,2155,2024-03-08,3,56
8385,2156,2024-12-18,1,66
8386,2156,2024-12-18,3,27
8387,2156,2024-11-15,3,69
8388,2157,2024-10-07,10,56
8389,2157,2024-10-07,5,73
8390,2157,2024-10-07,8,37
8391,2158,2024-06-17,2,51
8392,2158,2024-12-14,2,17
8393,2158,2024-12-14,3,74
8394,2158,2024-10-14,1,25
8395,2158,2024-10-14,2,66
8396,2158,2024-10-14,4,16
8397,2158,2024-10-14,6,45
8398,2159,2024-09-06,1,20
8399,2159,2024-09-06,3,18
8400,2159,2024-09-06,4,64
8401,2159,2024-09-06,5,37
8402,2159,2024-09-06,6,67
8403,2159,2024-07-15,1,10
8404,2159,2024-07-15,3,31
8405,2159,2024-07-15,4,31
8406,2159,2024-07-15,6,37
8407,2159,2024-07-15,9,66
8408,2159,2024-04-06,1,70
8409,2159,2024-04-06,4,14
8410,2159,2024-04-06,7,18
8411,2159,2024-04-06,8,50
8412,2160,2024-03-29,2,32
8413,2160,2024-03-29,8,44
8414,2161,2024-07-15,1,37
8415,2161,2024-07-15,2,28
8416,2161,2024-07-15,9,22
8417,2161,2024-03-11,8,61
8418,2162,2024-11-26,1,53
8419,2162,2024-11-26,2,43
8420,2162,2024-11-26,4,28
8421,2162,2024-11-26,5,73
8422,2163,2024-12-23,7,75
8423,2164,2024-10-01,1,25
8424,2164,2024-10-01,8,17
8425,2164,2024-12-25,1,68
8426,2164,2024-12-25,6,23
8427,2165,2024-07-11,5,15
8428,2165,2024-07-11,6,52
8429,2165,2024-07-11,7,49
8430,2166,2024-07-02,1,73
8431,2166,2024-07-02,4,55
8432,2166,2024-07-02,8,60
8433,2166,2024-06-13,2,48
8434,2166,2024-06-13,3,63
8435,2166,2024-06-13,4,66
8436,2167,2024-07-27,1,61
8437,2167,2024-07-27,4,42
8438,2167,2024-07-11,1,62
8439,2167,2024-07-11,7,45
8440,2168,2024-04-29,1,72
8441,2168,2024-04-29,5,47
8442,2168,2024-04-29,7,27
8443,2169,2024-09-16,2,16
8444,2169,2024-09-16,4,62
8445,2169,2024-09-16,7,65
8446,2170,2024-03-29,8,44
8447,2171,2024-06-07,1,22
8448,2171,2024-06-07,5,30
8449,2172,2024-06-15,10,23
8450,2172,2024-06-15,5,22
8451,2172,2024-06-15,7,62
8452,2172,2024-12-26,3,32
8453,2172,2024-04-10,1,61
8454,2172,2024-04-24,1,44
8455,2172,2024-04-24,2,70
8456,2172,2024-04-24,3,33
8457,2172,2024-04-24,5,12
8458,2172,2024-04-24,6,30
8459,2173,2024-05-30,2,18
8460,2174,2024-05-19,1,45
8461,2174,2024-05-19,4,42
8462,2175,2024-10-03,1,48
8463,2175,2024-10-03,2,10
8464,2176,2024-07-07,5,46
8465,2176,2024-07-07,7,28
8466,2177,2024-07-08,3,68
8467,2177,2024-07-08,5,27
8468,2177,2024-07-08,6,72
8469,2177,2024-07-08,7,36
8470,2177,2024-08-28,4,72
8471,2178,2024-12-23,3,16
8472,2179,2024-02-16,1,46
8473,2179,2024-02-16,2,46
8474,2179,2024-06-09,1,65
8475,2179,2024-06-09,3,71
8476,2179,2024-06-09,4,35
8477,2180,2024-06-01,1,28
8478,2180,2024-06-01,5,21
8479,2180,2024-06-01,7,22
8480,2181,2024-01-27,1,39
8481,2181,2024-01-27,5,65
8482,2181,2024-01-27,6,58
8483,2181,2024-07-10,1,17
8484,2181,2024-07-10,4,34
8485,2181,2024-07-10,7,38
8486,2181,2024-04-26,2,48
8487,2181,2024-04-26,3,72
8488,2181,2024-04-26,7,17
8489,2181,2024-12-18,1,26
8490,2181,2024-12-18,2,50
8491,2181,2024-12-18,5,66
8492,2182,2024-07-24,3,47
8493,2183,2024-09-11,7,45
8494,2184,2024-01-15,1,38
8495,2184,2024-01-15,2,45
8496,2184,2024-01-15,5,56
8497,2184,2024-01-15,8,64
8498,2184,2024-04-11,3,20
8499,2184,2024-04-11,4,74
8500,2184,2024-04-02,7,27
8501,2185,2024-06-17,3,40
8502,2186,2024-07-21,9,71
8503,2186,2024-07-21,3,44
8504,2186,2024-07-21,5,69
8505,2186,2024-04-05,3,58
8506,2186,2024-04-05,8,64
8507,2186,2024-11-07,9,21
8508,2186,2024-11-07,2,38
8509,2186,2024-11-07,7,48
8510,2187,2024-05-17,1,11
8511,2187,2024-05-17,9,37
8512,2187,2024-05-17,6,31
8513,2187,2024-05-17,8,48
8514,2188,2024-06-14,1,42
8515,2188,2024-06-14,3,55
8516,2189,2024-07-02,5,46
8517,2189,2024-07-02,8,46
8518,2190,2024-07-22,1,11
8519,2190,2024-07-22,3,12
8520,2190,2024-10-16,1,15
8521,2190,2024-10-16,9,16
8522,2190,2024-10-16,4,52
8523,2191,2024-06-29,1,47
8524,2191,2024-06-29,3,61
8525,2191,2024-06-29,4,17
8526,2191,2024-06-29,5,51
8527,2192,2024-06-13,2,68
8528,2192,2024-06-13,3,14
8529,2192,2024-06-13,4,14
8530,2192,2024-06-13,5,51
8531,2193,2024-12-26,1,16
8532,2193,2024-12-26,10,73
8533,2193,2024-12-26,2,55
8534,2194,2024-04-09,9,52
8535,2195,2024-05-24,5,37
8536,2196,2024-04-22,9,65
8537,2196,2024-04-22,2,45
8538,2196,2024-04-22,1,14
8539,2196,2024-07-28,4,48
8540,2196,2024-07-28,6,32
8541,2196,2024-11-17,1,52
8542,2196,2024-11-17,5,51
8543,2197,2024-12-07,9,22
8544,2197,2024-11-09,5,22
8545,2197,2024-11-09,7,56
8546,2197,2024-09-11,2,57
8547,2197,2024-09-11,5,32
8548,2197,2024-09-11,8,44
8549,2197,2024-03-07,4,66
8550,2198,2024-01-21,3,53
8551,2198,2024-12-17,2,25
8552,2198,2024-12-17,7,21
8553,2198,2024-12-17,8,23
8554,2198,2024-10-09,2,29
8555,2198,2024-10-09,4,55
8556,2198,2024-10-09,5,35
8557,2198,2024-10-09,6,35
8558,2198,2024-12-25,1,25
8559,2198,2024-12-25,2,70
8560,2198,2024-12-25,5,29
8561,2198,2024-12-25,10,19
8562,2199,2024-10-19,2,18
8563,2199,2024-10-19,4,22
8564,2199,2024-10-19,7,47
8565,2199,2024-02-03,9,40
8566,2199,2024-02-03,2,71
8567,2199,2024-02-03,4,11
8568,2199,2024-02-03,1,32
8569,2200,2024-04-24,2,42
8570,2201,2024-10-01,1,60
8571,2201,2024-10-01,2,69
8572,2201,2024-12-26,1,29
8573,2201,2024-12-26,5,25
8574,2202,2024-07-15,7,19
8575,2203,2024-06-18,2,58
8576,2204,2024-07-09,1,58
8577,2204,2024-07-09,9,32
8578,2204,2024-07-09,4,20
8579,2204,2024-07-09,5,52
8580,2205,2024-06-08,9,43
8581,2205,2024-06-08,4,11
8582,2206,2024-10-10,1,26
8583,2206,2024-10-10,2,11
8584,2206,2024-10-10,6,53
8585,2206,2024-10-10,7,45
8586,2206,2024-08-27,2,17
8587,2206,2024-08-27,3,13
8588,2206,2024-08-27,4,71
8589,2207,2024-06-13,9,34
8590,2207,2024-06-13,4,57
8591,2207,2024-06-13,7,40
8592,2208,2024-06-26,9,64
8593,2208,2024-06-26,2,45
8594,2209,2024-01-14,8,54
8595,2210,2024-06-20,4,10
8596,2210,2024-08-29,2,51
8597,2210,2024-08-29,3,43
8598,2210,2024-08-29,4,75
8599,2210,2024-08-29,5,40
8600,2210,2024-06-04,2,28
8601,2210,2024-06-04,3,35
8602,2210,2024-06-04,6,53
8603,2210,2024-06-04,7,72
8604,2210,2024-06-04,8,10
8605,2210,2024-11-14,1,17
8606,2210,2024-11-14,7,71
8607,2211,2024-12-15,9,50
8608,2211,2024-12-15,4,59
8609,2212,2024-12-06,3,34
8610,2213,2024-06-26,8,37
8611,2214,2024-08-09,2,68
8612,2214,2024-08-09,3,52
8613,2214,2024-08-09,5,49
8614,2214,2024-08-09,6,72
8615,2214,2024-01-25,1,20
8616,2215,2024-09-13,1,55
8617,2216,2024-04-28,2,66
8618,2216,2024-04-28,6,31
8619,2216,2024-04-28,7,75
8620,2216,2024-04-28,8,29
8621,2217,2024-10-22,1,58
8622,2217,2024-10-22,2,11
8623,2217,2024-10-22,3,47
8624,2217,2024-10-22,6,16
8625,2217,2024-10-22,8,32
8626,2218,2024-09-10,2,20
8627,2218,2024-09-10,3,36
8628,2218,2024-09-10,5,40
8629,2218,2024-09-10,8,53
8630,2219,2024-01-24,9,29
8631,2219,2024-01-24,4,44
8632,2219,2024-01-24,5,46
8633,2220,2024-02-15,2,15
8634,2221,2024-11-03,2,38
8635,2221,2024-11-03,4,59
8636,2221,2024-11-03,6,13
8637,2221,2024-02-19,1,39
8638,2221,2024-02-19,5,24
8639,2221,2024-02-19,8,27
8640,2221,2024-12-24,2,55
8641,2221,2024-12-24,3,42
8642,2221,2024-12-24,5,56
8643,2221,2024-12-24,6,63
8644,2221,2024-12-24,9,11
8645,2221,2024-06-06,5,62
8646,2222,2024-09-17,3,49
8647,2222,2024-09-17,4,24
8648,2222,2024-09-17,7,32
8649,2222,2024-09-17,8,62
8650,2223,2024-10-12,2,26
8651,2223,2024-10-12,4,68
8652,2223,2024-10-12,8,73
8653,2224,2024-04-27,4,54
8654,2224,2024-09-25,1,39
8655,2224,2024-09-25,4,61
8656,2224,2024-09-25,5,48
8657,2224,2024-09-22,3,25
8658,2224,2024-09-22,4,74
8659,2224,2024-09-22,5,46
8660,2225,2024-03-11,1,67
8661,2225,2024-03-11,6,10
8662,2225,2024-03-11,7,32
8663,2226,2024-06-30,1,58
8664,2226,2024-06-30,4,24
8665,2227,2024-06-23,1,43
8666,2227,2024-06-23,2,43
8667,2227,2024-06-23,5,31
8668,2227,2024-06-23,7,66
8669,2228,2024-09-19,5,74
8670,2229,2024-09-12,2,51
8671,2229,2024-09-18,9,57
8672,2229,2024-09-18,10,24
8673,2229,2024-09-18,4,30
8674,2229,2024-09-18,8,23
8675,2229,2024-07-27,2,66
8676,2229,2024-07-27,5,57
8677,2229,2024-07-27,6,64
8678,2229,2024-07-27,8,39
8679,2229,2024-02-15,2,13
8680,2229,2024-02-15,6,48
8681,2229,2024-02-15,7,68
8682,2230,2024-12-18,5,34
8683,2231,2024-08-05,1,75
8684,2231,2024-08-05,5,33
8685,2231,2024-08-05,6,24
8686,2231,2024-07-23,1,57
8687,2231,2024-07-23,9,75
8688,2231,2024-08-24,6,66
8689,2232,2024-05-28,1,65
8690,2232,2024-05-28,10,33
8691,2232,2024-05-28,5,43
8692,2232,2024-05-28,7,57
8693,2233,2024-04-04,2,74
8694,2234,2024-02-21,2,75
8695,2234,2024-02-21,3,50
8696,2234,2024-02-21,4,55
8697,2234,2024-02-21,6,30
8698,2234,2024-02-21,7,31
8699,2235,2024-06-04,1,46
8700,2235,2024-06-04,3,55
8701,2235,2024-06-04,5,50
8702,2235,2024-06-04,6,50
8703,2236,2024-04-21,1,74
8704,2236,2024-04-21,2,67
8705,2236,2024-04-21,7,32
8706,2237,2024-06-15,1,67
8707,2237,2024-06-15,4,40
8708,2237,2024-06-15,5,41
8709,2237,2024-06-15,8,56
8710,2237,2024-04-04,3,64
8711,2237,2024-04-04,7,37
8712,2238,2024-02-20,1,19
8713,2238,2024-02-20,2,66
8714,2239,2024-08-04,4,55
8715,2239,2024-04-09,3,26
8716,2239,2024-04-09,8,57
8717,2239,2024-01-06,3,62
8718,2239,2024-03-10,1,64
8719,2239,2024-03-10,2,70
8720,2240,2024-04-29,2,46
8721,2240,2024-04-29,6,72
8722,2240,2024-04-29,7,16
8723,2241,2024-05-03,2,60
8724,2241,2024-05-03,5,41
8725,2241,2024-04-15,1,24
8726,2241,2024-04-15,3,68
8727,2241,2024-04-15,5,52
8728,2242,2024-04-27,9,62
8729,2242,2024-04-27,2,52
8730,2242,2024-04-27,1,51
8731,2242,2024-05-13,1,70
8732,2242,2024-05-13,4,59
