booking_id,customer_id,booking_date,visit_date,ticket_type,tickets_count,total_amount,booking_channel
2798,1524,2024-02-12,2024-02-14,Child,6,440.33,Walk-in
2799,1524,2024-12-16,2024-12-17,Family,1,334.8,Walk-in
2800,1525,2024-07-28,2024-07-29,Adult,1,121.25,Walk-in
2801,1525,2024-08-26,2024-08-26,Family,1,340.12,Walk-in
2802,1526,2024-11-23,2024-11-23,Child,2,145.72,Walk-in
2803,1527,2024-04-20,2024-04-22,Adult,2,240.43,Walk-in
2804,1528,2024-12-01,2024-12-02,Child,6,434.95,Online
2805,1529,2024-06-24,2024-06-26,Group,1,275.86,Walk-in
2806,1530,2024-09-07,2024-09-08,Adult,2,243.36,Online
2807,1530,2024-07-23,2024-07-24,Family,1,353.62,Walk-in
2808,1531,2024-05-28,2024-05-31,Family,1,361.49,Walk-in
2809,1531,2024-04-12,2024-04-13,Adult,4,476.49,Walk-in
2810,1532,2024-12-16,2024-12-19,Adult,1,120.61,Walk-in
2811,1532,2024-07-13,2024-07-16,Family,1,336.73,Walk-in
2812,1532,2024-03-28,2024-03-29,Adult,1,114.17,Walk-in
2813,1532,2024-06-12,2024-06-13,Family,1,352.04,Walk-in
2814,1533,2024-12-23,2024-12-23,Group,1,279.8,Online
2815,1533,2024-09-23,2024-09-25,Child,3,215.87,Walk-in
2816,1533,2024-05-25,2024-05-27,Adult,2,251.51,Online
2817,1533,2024-12-05,2024-12-06,Group,1,291.75,Walk-in
2818,1534,2024-09-25,2024-09-27,Adult,2,236.31,Online
2819,1535,2024-12-19,2024-12-20,Family,1,355.78,Walk-in
2820,1535,2024-12-06,2024-12-08,Child,4,271.13,Online
2821,1536,2024-12-11,2024-12-12,Adult,1,124.8,Walk-in
2822,1536,2024-12-26,2024-12-29,Family,1,341.06,Online
2823,1536,2024-03-02,2024-03-04,Adult,4,469.24,Walk-in
2824,1537,2024-01-22,2024-01-24,Adult,5,626.99,Walk-in
2825,1537,2024-09-11,2024-09-12,Adult,6,689.17,Online
2826,1538,2024-04-22,2024-04-22,Child,3,213.44,Walk-in
2827,1539,2024-11-16,2024-11-18,Adult,3,368.3,Online
2828,1540,2024-01-11,2024-01-13,Child,2,146.11,Walk-in
2829,1541,2024-06-14,2024-06-16,Adult,5,615.99,Walk-in
2830,1541,2024-05-09,2024-05-09,Child,6,402.84,Walk-in
2831,1541,2024-08-07,2024-08-09,Child,4,276.02,Walk-in
2832,1541,2024-07-01,2024-07-02,Adult,2,238.43,Walk-in
2833,1542,2024-01-20,2024-01-23,Adult,6,731.64,Walk-in
2834,1543,2024-02-07,2024-02-08,Family,1,347.55,Walk-in
2835,1544,2024-06-18,2024-06-21,Child,5,365.92,Walk-in
2836,1545,2024-02-14,2024-02-17,Family,1,340.6,Walk-in
2837,1546,2024-12-06,2024-12-07,Child,4,284.9,Walk-in
2838,1547,2024-12-23,2024-12-26,Child,4,275.87,Online
2839,1548,2024-12-21,2024-12-23,Adult,5,575.5,Online
2840,1549,2024-05-07,2024-05-07,Group,1,284.82,Walk-in
2841,1550,2024-09-06,2024-09-07,Adult,1,115.9,Walk-in
2842,1550,2024-06-01,2024-06-03,Child,4,273.62,Walk-in
2843,1551,2024-09-26,2024-09-28,Child,6,401.1,Walk-in
2844,1552,2024-12-15,2024-12-18,Adult,5,609.92,Walk-in
2845,1552,2024-06-19,2024-06-22,Child,3,218.08,Walk-in
2846,1553,2024-11-13,2024-11-15,Child,1,68.3,Walk-in
2847,1554,2024-01-08,2024-01-10,Adult,2,239.29,Walk-in
2848,1555,2024-10-09,2024-10-12,Child,4,278.36,Walk-in
2849,1555,2024-09-21,2024-09-23,Adult,6,711.37,Walk-in
2850,1555,2024-01-12,2024-01-15,Family,1,338.77,Walk-in
2851,1556,2024-03-06,2024-03-09,Child,2,138.97,Walk-in
2852,1557,2024-02-11,2024-02-13,Group,1,283.38,Walk-in
2853,1558,2024-08-11,2024-08-14,Adult,3,356.9,Walk-in
2854,1559,2024-05-11,2024-05-13,Family,1,365.47,Walk-in
2855,1559,2024-04-23,2024-04-25,Family,1,360.21,Walk-in
2856,1560,2024-03-19,2024-03-20,Family,1,340.99,Walk-in
2857,1561,2024-12-09,2024-12-12,Adult,5,622.86,Online
2858,1561,2024-04-17,2024-04-18,Adult,1,121.12,Walk-in
2859,1562,2024-03-24,2024-03-27,Family,1,340.15,Walk-in
2860,1563,2024-11-21,2024-11-23,Adult,2,230.49,Walk-in
2861,1564,2024-12-19,2024-12-22,Adult,6,696.48,Online
2862,1565,2024-10-16,2024-10-18,Adult,5,590.86,Walk-in
2863,1566,2024-10-14,2024-10-16,Adult,5,577.91,Online
2864,1567,2024-01-01,2024-01-01,Adult,5,595.97,Walk-in
2865,1568,2024-12-05,2024-12-06,Child,1,67.49,Online
2866,1569,2024-06-05,2024-06-05,Adult,4,472.0,Walk-in
2867,1569,2024-06-23,2024-06-26,Adult,5,590.24,Walk-in
2868,1569,2024-07-01,2024-07-04,Group,1,268.21,Walk-in
2869,1570,2024-04-03,2024-04-05,Family,1,351.84,Walk-in
2870,1571,2024-10-13,2024-10-16,Adult,1,116.67,Walk-in
2871,1572,2024-06-07,2024-06-09,Family,1,339.17,Walk-in
2872,1572,2024-12-24,2024-12-25,Adult,2,232.68,Walk-in
2873,1573,2024-04-14,2024-04-15,Family,1,333.16,Walk-in
2874,1574,2024-07-19,2024-07-22,Child,6,427.34,Walk-in
2875,1575,2024-10-18,2024-10-18,Adult,6,706.59,Walk-in
2876,1575,2024-03-28,2024-03-30,Adult,5,627.56,Walk-in
2877,1576,2024-11-03,2024-11-06,Child,3,200.85,Walk-in
2878,1576,2024-12-10,2024-12-11,Family,1,334.55,Walk-in
2879,1576,2024-11-27,2024-11-29,Group,1,270.57,Online
2880,1577,2024-09-09,2024-09-12,Adult,2,238.76,Walk-in
2881,1578,2024-12-25,2024-12-26,Adult,2,240.49,Walk-in
2882,1578,2024-11-01,2024-11-02,Adult,3,356.45,Online
2883,1578,2024-04-01,2024-04-02,Adult,2,234.09,Walk-in
2884,1579,2024-02-23,2024-02-23,Family,1,347.47,Walk-in
2885,1580,2024-12-01,2024-12-04,Family,1,337.47,Walk-in
2886,1581,2024-09-25,2024-09-27,Adult,6,688.08,Walk-in
2887,1582,2024-06-02,2024-06-02,Group,1,270.85,Walk-in
2888,1582,2024-08-25,2024-08-27,Family,1,338.47,Walk-in
2889,1582,2024-04-26,2024-04-27,Adult,5,587.76,Walk-in
2890,1582,2024-12-19,2024-12-19,Adult,6,695.74,Walk-in
2891,1583,2024-11-10,2024-11-10,Family,1,334.55,Online
2892,1584,2024-10-27,2024-10-29,Family,1,351.63,Online
2893,1585,2024-12-27,2024-12-30,Child,6,419.8,Online
2894,1586,2024-06-20,2024-06-21,Group,1,267.4,Walk-in
2895,1587,2024-07-18,2024-07-21,Adult,6,717.78,Walk-in
2896,1588,2024-07-03,2024-07-04,Adult,5,572.41,Online
2897,1589,2024-10-11,2024-10-14,Adult,5,586.9,Walk-in
2898,1590,2024-07-24,2024-07-25,Group,1,279.59,Walk-in
2899,1591,2024-07-25,2024-07-25,Family,1,335.99,Walk-in
2900,1592,2024-12-04,2024-12-07,Group,1,267.17,Walk-in
2901,1593,2024-12-18,2024-12-21,Family,1,358.5,Walk-in
2902,1594,2024-12-03,2024-12-06,Family,1,362.7,Walk-in
2903,1595,2024-10-26,2024-10-27,Child,3,201.67,Online
2904,1595,2024-09-23,2024-09-25,Adult,3,368.47,Online
2905,1595,2024-02-04,2024-02-05,Adult,4,501.38,Walk-in
2906,1596,2024-04-18,2024-04-21,Adult,1,118.33,Walk-in
2907,1597,2024-03-13,2024-03-14,Adult,3,366.66,Walk-in
2908,1598,2024-12-13,2024-12-14,Group,1,286.72,Walk-in
2909,1599,2024-07-07,2024-07-08,Group,1,274.24,Walk-in
2910,1600,2024-12-01,2024-12-03,Child,5,349.97,Walk-in
2911,1601,2024-12-01,2024-12-03,Child,2,133.14,Walk-in
2912,1602,2024-09-25,2024-09-27,Adult,3,348.82,Walk-in
2913,1603,2024-07-20,2024-07-21,Adult,6,731.37,Walk-in
2914,1604,2024-12-24,2024-12-26,Child,3,203.38,Online
2915,1605,2024-07-26,2024-07-27,Adult,3,362.42,Walk-in
2916,1606,2024-02-13,2024-02-15,Child,2,144.33,Walk-in
2917,1607,2024-09-19,2024-09-20,Adult,3,346.21,Walk-in
2918,1608,2024-12-25,2024-12-28,Adult,2,242.19,Walk-in
2919,1609,2024-09-19,2024-09-22,Adult,2,239.12,Online
2920,1610,2024-03-14,2024-03-15,Family,1,357.8,Walk-in
2921,1611,2024-12-02,2024-12-05,Adult,3,365.88,Walk-in
2922,1612,2024-01-22,2024-01-24,Adult,2,245.37,Walk-in
2923,1612,2024-07-28,2024-07-28,Adult,5,602.07,Online
2924,1613,2024-10-06,2024-10-06,Family,1,335.43,Online
2925,1614,2024-02-27,2024-02-28,Family,1,345.52,Walk-in
2926,1615,2024-09-04,2024-09-06,Child,4,281.22,Walk-in
2927,1615,2024-12-10,2024-12-10,Adult,5,576.58,Walk-in
2928,1615,2024-08-02,2024-08-05,Adult,3,369.0,Online
2929,1616,2024-09-02,2024-09-05,Adult,5,624.93,Walk-in
2930,1616,2024-09-16,2024-09-17,Family,1,350.73,Online
2931,1616,2024-12-21,2024-12-24,Adult,4,491.95,Online
2932,1617,2024-03-14,2024-03-15,Adult,6,696.98,Walk-in
2933,1618,2024-10-14,2024-10-15,Adult,2,232.39,Walk-in
2934,1619,2024-02-10,2024-02-11,Child,5,340.09,Online
2935,1619,2024-05-16,2024-05-16,Adult,5,596.79,Walk-in
2936,1620,2024-06-20,2024-06-22,Child,5,335.88,Walk-in
2937,1620,2024-10-04,2024-10-04,Adult,4,476.27,Walk-in
2938,1621,2024-09-06,2024-09-06,Adult,3,375.7,Online
2939,1622,2024-07-07,2024-07-10,Adult,1,114.05,Walk-in
2940,1623,2024-05-06,2024-05-08,Adult,5,623.95,Walk-in
2941,1624,2024-01-12,2024-01-13,Group,1,289.59,Walk-in
2942,1625,2024-09-19,2024-09-19,Adult,4,481.63,Walk-in
2943,1626,2024-11-25,2024-11-28,Group,1,290.02,Walk-in
2944,1627,2024-08-07,2024-08-10,Family,1,363.4,Walk-in
2945,1628,2024-11-14,2024-11-14,Child,6,403.79,Walk-in
2946,1628,2024-07-26,2024-07-29,Adult,4,461.03,Walk-in
2947,1629,2024-05-25,2024-05-25,Adult,1,116.28,Walk-in
2948,1630,2024-11-07,2024-11-08,Family,1,337.83,Walk-in
2949,1631,2024-11-24,2024-11-25,Adult,2,239.07,Walk-in
2950,1631,2024-12-17,2024-12-20,Adult,6,751.75,Walk-in
2951,1632,2024-12-16,2024-12-19,Adult,6,687.13,Online
2952,1632,2024-10-27,2024-10-28,Adult,5,601.36,Online
2953,1632,2024-11-08,2024-11-08,Child,4,282.99,Online
2954,1633,2024-03-17,2024-03-17,Adult,5,595.14,Walk-in
2955,1634,2024-09-18,2024-09-20,Adult,4,464.55,Walk-in
2956,1635,2024-12-27,2024-12-28,Family,1,345.69,Walk-in
2957,1636,2024-11-18,2024-11-21,Family,1,353.91,Walk-in
2958,1637,2024-11-05,2024-11-07,Child,3,212.45,Walk-in
2959,1638,2024-12-06,2024-12-08,Adult,5,586.37,Walk-in
2960,1639,2024-09-25,2024-09-28,Family,1,363.53,Walk-in
2961,1640,2024-09-15,2024-09-17,Child,2,143.71,Walk-in
2962,1641,2024-08-10,2024-08-10,Family,1,352.59,Walk-in
2963,1642,2024-01-01,2024-01-04,Adult,6,719.86,Walk-in
2964,1643,2024-09-28,2024-09-30,Child,1,73.18,Walk-in
2965,1644,2024-09-17,2024-09-19,Adult,4,467.64,Online
2966,1645,2024-07-21,2024-07-23,Adult,6,725.87,Online
2967,1646,2024-02-13,2024-02-15,Family,1,351.18,Walk-in
2968,1646,2024-05-26,2024-05-27,Family,1,350.52,Walk-in
2969,1646,2024-01-06,2024-01-06,Family,1,367.03,Walk-in
2970,1647,2024-03-15,2024-03-15,Adult,3,361.9,Walk-in
2971,1648,2024-01-18,2024-01-19,Adult,3,354.91,Walk-in
2972,1649,2024-04-18,2024-04-19,Family,1,360.66,Walk-in
2973,1649,2024-05-27,2024-05-28,Child,6,418.9,Walk-in
2974,1650,2024-10-04,2024-10-06,Child,2,133.2,Online
2975,1651,2024-07-12,2024-07-12,Adult,2,229.1,Walk-in
2976,1652,2024-06-22,2024-06-25,Adult,5,591.35,Walk-in
2977,1653,2024-12-12,2024-12-15,Adult,5,585.66,Walk-in
2978,1654,2024-11-18,2024-11-20,Child,5,334.31,Online
2979,1654,2024-12-01,2024-12-01,Child,2,138.8,Walk-in
2980,1655,2024-01-04,2024-01-05,Child,6,404.16,Walk-in
2981,1656,2024-12-10,2024-12-12,Adult,5,626.29,Walk-in
2982,1657,2024-04-11,2024-04-14,Child,4,288.92,Walk-in
2983,1658,2024-05-02,2024-05-05,Adult,2,230.8,Walk-in
2984,1659,2024-09-14,2024-09-17,Adult,4,492.87,Walk-in
2985,1660,2024-12-04,2024-12-04,Adult,2,250.36,Walk-in
2986,1661,2024-05-26,2024-05-26,Adult,3,359.29,Walk-in
2987,1662,2024-07-22,2024-07-24,Adult,2,242.42,Walk-in
2988,1662,2024-02-27,2024-02-28,Child,3,199.63,Walk-in
2989,1662,2024-12-10,2024-12-12,Family,1,340.14,Walk-in
2990,1662,2024-11-20,2024-11-20,Adult,2,237.47,Walk-in
2991,1663,2024-12-28,2024-12-28,Group,1,287.82,Walk-in
2992,1664,2024-10-05,2024-10-08,Child,4,287.63,Walk-in
2993,1665,2024-07-08,2024-07-10,Child,6,427.35,Walk-in
2994,1666,2024-04-19,2024-04-21,Adult,3,347.04,Walk-in
2995,1667,2024-02-04,2024-02-06,Child,5,335.44,Walk-in
2996,1668,2024-06-02,2024-06-02,Adult,5,575.56,Walk-in
2997,1669,2024-05-16,2024-05-17,Family,1,354.85,Walk-in
2998,1670,2024-03-15,2024-03-17,Adult,4,461.72,Walk-in
2999,1671,2024-10-19,2024-10-22,Adult,3,372.51,Walk-in
3000,1672,2024-01-08,2024-01-11,Child,1,68.06,Walk-in
3001,1672,2024-04-03,2024-04-03,Family,1,340.89,Walk-in
3002,1672,2024-12-06,2024-12-09,Group,1,280.36,Walk-in
3003,1673,2024-12-26,2024-12-26,Adult,2,239.52,Walk-in
3004,1674,2024-01-27,2024-01-30,Adult,6,688.51,Walk-in
3005,1675,2024-07-10,2024-07-13,Adult,6,699.31,Walk-in
3006,1676,2024-04-26,2024-04-26,Adult,5,621.81,Walk-in
3007,1676,2024-09-07,2024-09-09,Adult,4,479.84,Online
3008,1676,2024-07-13,2024-07-14,Child,4,282.49,Walk-in
3009,1676,2024-05-07,2024-05-10,Adult,5,604.54,Walk-in
3010,1677,2024-09-14,2024-09-16,Group,1,275.56,Walk-in
3011,1678,2024-08-26,2024-08-26,Family,1,336.43,Walk-in
3012,1679,2024-08-16,2024-08-17,Child,5,364.21,Online
3013,1679,2024-09-11,2024-09-12,Adult,1,120.48,Walk-in
3014,1679,2024-07-10,2024-07-11,Family,1,346.15,Online
3015,1679,2024-07-17,2024-07-19,Child,6,424.83,Walk-in
3016,1680,2024-06-06,2024-06-08,Family,1,363.64,Walk-in
3017,1680,2024-10-12,2024-10-13,Group,1,286.77,Online
3018,1681,2024-01-05,2024-01-05,Child,5,348.7,Walk-in
3019,1681,2024-09-22,2024-09-22,Family,1,342.97,Walk-in
3020,1682,2024-09-28,2024-10-01,Family,1,348.67,Online
3021,1683,2024-10-17,2024-10-19,Group,1,273.36,Walk-in
3022,1684,2024-02-09,2024-02-10,Child,2,140.32,Walk-in
3023,1685,2024-07-03,2024-07-04,Family,1,354.84,Walk-in
3024,1685,2024-07-25,2024-07-28,Family,1,336.49,Walk-in
3025,1685,2024-04-16,2024-04-16,Adult,3,362.75,Walk-in
3026,1686,2024-01-26,2024-01-27,Family,1,348.09,Walk-in
3027,1687,2024-06-05,2024-06-08,Group,1,282.39,Walk-in
3028,1688,2024-10-03,2024-10-05,Family,1,351.35,Walk-in
3029,1689,2024-10-24,2024-10-24,Family,1,355.91,Walk-in
3030,1689,2024-09-01,2024-09-01,Adult,2,246.89,Walk-in
3031,1690,2024-04-28,2024-04-29,Family,1,366.97,Walk-in
3032,1691,2024-09-11,2024-09-13,Adult,6,714.71,Walk-in
3033,1692,2024-10-11,2024-10-11,Family,1,357.6,Walk-in
3034,1693,2024-05-05,2024-05-07,Adult,4,465.92,Walk-in
3035,1694,2024-06-23,2024-06-26,Adult,4,462.71,Walk-in
3036,1695,2024-04-12,2024-04-15,Child,2,137.95,Walk-in
3037,1696,2024-02-01,2024-02-03,Child,4,268.53,Walk-in
3038,1697,2024-05-22,2024-05-23,Adult,3,372.99,Walk-in
3039,1698,2024-04-16,2024-04-17,Adult,1,115.22,Walk-in
3040,1699,2024-06-22,2024-06-22,Family,1,361.84,Walk-in
3041,1700,2024-07-06,2024-07-09,Adult,2,241.07,Walk-in
3042,1701,2024-10-13,2024-10-16,Adult,2,235.08,Walk-in
3043,1702,2024-06-09,2024-06-11,Adult,6,733.17,Walk-in
3044,1703,2024-12-20,2024-12-23,Group,1,275.05,Online
3045,1704,2024-06-28,2024-06-30,Child,3,200.4,Walk-in
3046,1705,2024-03-07,2024-03-07,Adult,2,228.2,Walk-in
3047,1706,2024-06-14,2024-06-15,Group,1,280.26,Walk-in
3048,1706,2024-09-22,2024-09-24,Child,5,358.92,Walk-in
3049,1706,2024-05-07,2024-05-07,Child,5,360.41,Walk-in
3050,1706,2024-06-23,2024-06-23,Child,2,140.08,Walk-in
3051,1707,2024-04-20,2024-04-23,Family,1,362.99,Walk-in
3052,1708,2024-06-28,2024-06-29,Family,1,359.34,Walk-in
3053,1708,2024-12-05,2024-12-08,Adult,3,373.98,Walk-in
3054,1709,2024-12-26,2024-12-26,Family,1,359.01,Online
3055,1710,2024-11-25,2024-11-25,Adult,2,242.18,Online
3056,1711,2024-12-17,2024-12-20,Adult,4,477.27,Online
3057,1711,2024-12-08,2024-12-09,Adult,3,369.4,Walk-in
3058,1712,2024-11-04,2024-11-05,Family,1,353.68,Walk-in
3059,1713,2024-03-12,2024-03-13,Child,6,435.68,Online
3060,1714,2024-04-05,2024-04-08,Adult,3,370.35,Online
3061,1715,2024-12-03,2024-12-04,Family,1,340.64,Walk-in
3062,1716,2024-01-21,2024-01-23,Child,2,133.1,Walk-in
3063,1716,2024-02-02,2024-02-05,Family,1,361.86,Walk-in
3064,1716,2024-08-06,2024-08-08,Adult,2,248.16,Walk-in
3065,1717,2024-01-16,2024-01-18,Adult,6,750.5,Walk-in
3066,1717,2024-04-15,2024-04-15,Child,6,422.44,Walk-in
3067,1718,2024-06-09,2024-06-12,Adult,2,236.96,Online
3068,1718,2024-11-26,2024-11-27,Adult,1,117.18,Online
3069,1718,2024-09-07,2024-09-08,Child,1,70.23,Walk-in
3070,1718,2024-01-10,2024-01-13,Child,1,71.31,Walk-in
3071,1719,2024-07-05,2024-07-08,Child,6,406.13,Online
3072,1720,2024-03-02,2024-03-02,Child,2,138.47,Walk-in
3073,1720,2024-10-03,2024-10-05,Adult,5,605.0,Walk-in
3074,1721,2024-07-20,2024-07-22,Adult,1,119.94,Walk-in
3075,1721,2024-12-19,2024-12-19,Adult,4,466.38,Walk-in
3076,1721,2024-04-25,2024-04-25,Family,1,338.51,Walk-in
3077,1722,2024-04-27,2024-04-30,Child,6,420.39,Walk-in
3078,1723,2024-09-16,2024-09-17,Adult,1,123.65,Walk-in
3079,1724,2024-12-23,2024-12-25,Family,1,360.23,Online
3080,1724,2024-03-06,2024-03-06,Child,1,69.68,Walk-in
3081,1725,2024-06-05,2024-06-06,Family,1,342.76,Walk-in
3082,1726,2024-12-06,2024-12-08,Adult,6,712.61,Walk-in
3083,1726,2024-04-19,2024-04-21,Family,1,337.47,Walk-in
3084,1727,2024-12-24,2024-12-24,Child,3,215.08,Walk-in
3085,1728,2024-11-06,2024-11-09,Child,2,142.44,Walk-in
3086,1728,2024-09-11,2024-09-11,Adult,2,239.29,Walk-in
3087,1729,2024-07-27,2024-07-29,Family,1,333.34,Online
3088,1730,2024-03-12,2024-03-14,Child,3,201.85,Walk-in
3089,1731,2024-02-19,2024-02-19,Adult,5,604.89,Walk-in
3090,1732,2024-04-14,2024-04-17,Group,1,285.69,Walk-in
3091,1732,2024-11-14,2024-11-16,Child,4,288.15,Online
3092,1733,2024-07-14,2024-07-15,Adult,4,503.96,Online
3093,1734,2024-07-09,2024-07-11,Child,1,70.08,Walk-in
3094,1735,2024-11-18,2024-11-18,Group,1,269.07,Walk-in
3095,1736,2024-05-28,2024-05-29,Adult,3,343.57,Walk-in
3096,1736,2024-10-25,2024-10-26,Adult,6,729.02,Online
3097,1736,2024-10-08,2024-10-10,Child,5,347.8,Walk-in
3098,1737,2024-12-17,2024-12-18,Adult,5,627.93,Walk-in
3099,1738,2024-04-06,2024-04-07,Family,1,332.84,Walk-in
3100,1738,2024-03-24,2024-03-27,Family,1,358.49,Walk-in
3101,1739,2024-06-11,2024-06-11,Family,1,359.15,Walk-in
3102,1740,2024-01-18,2024-01-21,Adult,3,368.78,Online
3103,1741,2024-07-19,2024-07-19,Child,1,70.11,Walk-in
3104,1742,2024-10-03,2024-10-03,Adult,4,494.32,Walk-in
3105,1743,2024-12-28,2024-12-28,Adult,6,729.2,Online
3106,1743,2024-03-16,2024-03-17,Group,1,286.78,Walk-in
3107,1744,2024-07-25,2024-07-28,Family,1,354.12,Walk-in
3108,1745,2024-07-24,2024-07-26,Adult,1,125.31,Online
3109,1746,2024-07-16,2024-07-18,Adult,1,114.61,Online
3110,1746,2024-11-19,2024-11-21,Family,1,341.22,Walk-in
3111,1746,2024-02-27,2024-02-28,Group,1,268.31,Walk-in
3112,1747,2024-12-11,2024-12-11,Family,1,351.94,Walk-in
3113,1748,2024-04-17,2024-04-18,Family,1,366.2,Walk-in
3114,1749,2024-12-07,2024-12-09,Family,1,355.77,Walk-in
3115,1749,2024-04-25,2024-04-26,Adult,4,457.44,Walk-in
3116,1749,2024-12-20,2024-12-22,Adult,6,703.68,Walk-in
3117,1750,2024-07-23,2024-07-23,Adult,5,578.28,Online
3118,1751,2024-10-26,2024-10-27,Family,1,351.37,Walk-in
3119,1752,2024-07-05,2024-07-06,Child,5,364.79,Walk-in
3120,1752,2024-01-13,2024-01-14,Adult,3,360.03,Walk-in
3121,1752,2024-04-11,2024-04-12,Child,3,212.88,Walk-in
3122,1753,2024-05-08,2024-05-10,Group,1,266.49,Walk-in
3123,1754,2024-03-04,2024-03-05,Child,3,201.75,Walk-in
3124,1755,2024-06-03,2024-06-04,Family,1,366.61,Walk-in
3125,1756,2024-01-22,2024-01-25,Adult,1,114.73,Walk-in
3126,1756,2024-04-09,2024-04-12,Child,1,67.1,Walk-in
3127,1757,2024-07-15,2024-07-15,Adult,6,747.29,Online
3128,1758,2024-04-05,2024-04-08,Adult,1,115.5,Walk-in
3129,1759,2024-04-18,2024-04-20,Adult,6,714.92,Walk-in
3130,1759,2024-04-27,2024-04-29,Adult,6,687.31,Walk-in
3131,1759,2024-09-05,2024-09-08,Child,2,144.93,Walk-in
3132,1760,2024-11-01,2024-11-01,Child,3,204.47,Walk-in
3133,1760,2024-10-26,2024-10-27,Group,1,274.66,Online
3134,1761,2024-04-12,2024-04-15,Adult,4,481.67,Walk-in
3135,1762,2024-05-04,2024-05-05,Family,1,355.89,Walk-in
3136,1763,2024-07-01,2024-07-04,Family,1,357.13,Walk-in
3137,1764,2024-06-23,2024-06-26,Group,1,289.97,Walk-in
3138,1764,2024-02-20,2024-02-23,Family,1,346.81,Walk-in
3139,1765,2024-07-28,2024-07-30,Family,1,342.77,Walk-in
3140,1766,2024-02-06,2024-02-06,Child,3,199.82,Walk-in
3141,1767,2024-12-26,2024-12-28,Child,4,293.82,Online
3142,1767,2024-03-11,2024-03-13,Family,1,343.27,Walk-in
3143,1768,2024-06-24,2024-06-27,Child,1,67.56,Walk-in
3144,1768,2024-09-27,2024-09-29,Child,3,202.94,Walk-in
3145,1768,2024-10-01,2024-10-04,Family,1,342.17,Walk-in
3146,1769,2024-11-25,2024-11-25,Adult,6,728.1,Online
3147,1770,2024-07-03,2024-07-04,Child,1,72.5,Walk-in
3148,1770,2024-05-11,2024-05-13,Child,5,360.72,Walk-in
3149,1771,2024-07-09,2024-07-12,Child,4,277.34,Online
3150,1772,2024-01-28,2024-01-28,Family,1,367.25,Walk-in
3151,1772,2024-03-12,2024-03-14,Adult,6,704.09,Walk-in
3152,1773,2024-04-28,2024-04-28,Adult,4,458.45,Walk-in
3153,1774,2024-12-14,2024-12-14,Family,1,340.89,Walk-in
3154,1775,2024-10-21,2024-10-24,Adult,1,116.43,Walk-in
3155,1775,2024-10-04,2024-10-07,Child,5,354.3,Online
3156,1776,2024-01-03,2024-01-05,Adult,1,116.52,Walk-in
3157,1777,2024-07-04,2024-07-05,Adult,6,719.74,Walk-in
3158,1778,2024-11-25,2024-11-28,Adult,6,691.56,Walk-in
3159,1778,2024-06-05,2024-06-07,Family,1,354.09,Walk-in
3160,1779,2024-01-17,2024-01-19,Adult,6,704.51,Online
3161,1779,2024-07-17,2024-07-19,Family,1,364.74,Walk-in
3162,1780,2024-02-15,2024-02-17,Adult,5,579.94,Walk-in
3163,1781,2024-07-06,2024-07-09,Child,1,69.8,Online
3164,1782,2024-08-02,2024-08-03,Child,4,268.96,Walk-in
3165,1783,2024-10-04,2024-10-07,Group,1,270.33,Online
3166,1784,2024-09-25,2024-09-28,Adult,4,493.19,Walk-in
3167,1785,2024-07-27,2024-07-28,Adult,4,482.86,Walk-in
3168,1786,2024-12-06,2024-12-08,Child,6,429.36,Walk-in
3169,1786,2024-10-15,2024-10-15,Adult,6,702.5,Online
3170,1786,2024-04-25,2024-04-26,Adult,4,502.27,Walk-in
3171,1787,2024-11-13,2024-11-13,Family,1,345.96,Walk-in
3172,1788,2024-06-12,2024-06-15,Adult,6,718.0,Walk-in
3173,1789,2024-07-22,2024-07-24,Adult,5,611.41,Walk-in
3174,1790,2024-11-12,2024-11-13,Adult,1,122.83,Online
3175,1790,2024-12-27,2024-12-28,Adult,1,119.76,Walk-in
3176,1790,2024-04-02,2024-04-04,Family,1,337.98,Walk-in
3177,1791,2024-10-23,2024-10-23,Child,2,141.09,Walk-in
3178,1792,2024-12-17,2024-12-17,Adult,1,117.62,Walk-in
3179,1793,2024-06-26,2024-06-26,Family,1,343.57,Walk-in
3180,1794,2024-03-12,2024-03-12,Adult,6,710.26,Walk-in
3181,1795,2024-08-13,2024-08-15,Child,2,136.24,Online
3182,1796,2024-09-11,2024-09-12,Adult,1,115.12,Walk-in
3183,1796,2024-11-25,2024-11-27,Group,1,277.78,Online
3184,1796,2024-03-17,2024-03-20,Family,1,336.78,Walk-in
3185,1797,2024-08-11,2024-08-11,Adult,1,124.87,Online
3186,1797,2024-05-04,2024-05-05,Adult,3,369.54,Walk-in
3187,1797,2024-02-12,2024-02-14,Adult,6,687.28,Walk-in
3188,1798,2024-08-06,2024-08-07,Family,1,333.16,Walk-in
3189,1799,2024-05-25,2024-05-27,Family,1,347.3,Walk-in
3190,1800,2024-03-12,2024-03-12,Child,1,69.72,Walk-in
3191,1800,2024-07-04,2024-07-06,Adult,3,369.17,Walk-in
3192,1800,2024-12-25,2024-12-26,Child,6,401.57,Walk-in
3193,1801,2024-05-08,2024-05-08,Family,1,363.6,Walk-in
3194,1801,2024-02-10,2024-02-12,Family,1,356.01,Walk-in
3195,1802,2024-03-06,2024-03-08,Adult,4,488.89,Walk-in
3196,1803,2024-03-15,2024-03-16,Child,3,220.44,Walk-in
3197,1804,2024-06-05,2024-06-05,Child,4,285.13,Walk-in
